Street,Area,Price,sqm,Rooms,PricePerSqm,lat,lng
Haßfurter Weg 16,Pankow(Pankow),488.38,41.38,"1,5",11.802319961333977,52.571492,13.426893
Alte Hellersdorfer Str. 135,Hellersdorf(Hellersdorf),346.74,32.6,1,10.636196319018405,52.5469302,13.5913056
Leberstraße 22,Schöneberg(Schöneberg),1299.0,104.43,3,12.438954323470266,52.48423709999999,13.3612053
U-Bahnhof Hohenzollernplatz 00,Wilmersdorf(Wilmersdorf),2650.0,204.0,5,12.990196078431373,52.4941456,13.3248373
Mertensstraße 13e,Spandau(Spandau),710.0,54.68,2,12.984637893196782,52.56536999999999,13.21155
Beerbaumstr. 3,Karow(Weißensee),490.0,54.1,"1,5",9.057301293900185,52.621105,13.486497
Deutschmeisterstr. 13,Lichtenberg(Lichtenberg),527.14,45.45,2,11.598239823982397,52.5154,13.47671
Falkenberger Chaussee 112,Neu-Hohenschönhausen(Hohenschönhausen),536.1,70.75,3,7.577385159010601,52.5679877,13.5224081
Perleberger Str. 14,Tiergarten(Tiergarten),1199.0,97.99,3,12.23594244310644,52.5336629,13.3524338
Dorotheenstraße 83,Mitte(Mitte),1399.0,71.0,2,19.704225352112676,52.5183219,13.384144
,Köpenick(Köpenick),660.0,60.0,2,11.0,52.44260689999999,13.5822741
Blumenthalstraße 35,Niederschönhausen(Pankow),838.57,88.27,2,9.500056644386543,52.5875955,13.3863726
,Steglitz(Steglitz),312.0,42.15,1,7.402135231316726,52.4530959,13.3311709
Schwartzkopffstraße 1,Mitte(Mitte),1299.0,48.0,2,27.0625,52.5343893,13.3789758
Falkentaler Steig 51,Hermsdorf(Reinickendorf),217.18,30.8,1,7.051298701298701,52.62245,13.29975
Buckower Damm 89,Britz(Neukölln),485.0,56.68,2,8.556810162314749,52.4366773,13.4355409
Gleimstraße 36,PrenzlauerBerg(PrenzlauerBerg),1034.0,69.61,2,14.854187616721736,52.5478252,13.4110001
Rennbahnstr. 21,Weißensee(Weißensee),665.0,75.0,2,8.866666666666667,52.5602364,13.4594698
Greifenhagener Str. 28,PrenzlauerBerg(PrenzlauerBerg),926.78,63.96,2,14.489993746091306,52.5515051,13.4188203
,Pankow(Pankow),838.77,89.9,3,9.330033370411568,52.5662502,13.4124028
,Pankow(Pankow),805.37,86.32,3,9.330050973123264,52.5662502,13.4124028
Schillerpromenade 1,Oberschöneweide(Köpenick),451.85,21.64,1,20.880314232902034,52.4784687,13.4211386
Chausseestraße  7G,Mitte(Mitte),2410.29,123.08,4,19.583116672083197,52.5282417,13.3867662
,Pankow(Pankow),805.18,86.3,3,9.330011587485515,52.5662502,13.4124028
Chausseestraße  88 D,Mitte(Mitte),779.06,54.48,2,14.299926578560939,52.536518,13.3735556
,Mitte(Mitte),1100.0,68.0,2,16.176470588235293,52.519444,13.4066669
,Pankow(Pankow),571.65,61.27,2,9.330014689081116,52.5662502,13.4124028
Osdorfer Str. 48,Lichterfelde(Steglitz),513.9,65.57,2,7.837425651974989,52.41234,13.3194
Wilhelm-Caspar-Wegely-Platz 4,Tiergarten(Tiergarten),1890.0,101.38,3,18.64273032156244,52.5157629,13.3337754
,PrenzlauerBerg(PrenzlauerBerg),536.0,35.0,1,15.314285714285715,52.5391787,13.4242073
,Pankow(Pankow),554.11,59.39,2,9.330021889206938,52.5662502,13.4124028
Weserstrasse 44,Neukölln(Neukölln),467.0,38.0,1,12.289473684210526,52.48455999999999,13.438
Marienstraße 2,Oberschöneweide(Köpenick),410.0,50.61,2,8.101165777514325,52.52169,13.3806
Klingsorstraße 116,Lichterfelde(Steglitz),1400.0,108.0,3,12.962962962962964,52.4434961,13.3179313
Antonienstraße 49a,Reinickendorf(Reinickendorf),584.0,58.4,2,10.0,52.57243,13.31117
Blankenburger Weg 2,FranzösischBuchholz(Pankow),785.0,84.0,3,9.345238095238095,52.5900574,13.4310754
Mercatorweg 11,Lichterfelde(Steglitz),629.64,78.18,3,8.05372217958557,52.41182,13.31694
Weserstraße 68,Neukölln(Neukölln),1200.0,73.0,2,16.438356164383563,52.4818091,13.4436421
Weserstraße 68,Neukölln(Neukölln),1200.0,73.0,2,16.438356164383563,52.4818091,13.4436421
Sanderstraße 27,Neukölln(Neukölln),1055.0,58.54,2,18.021865391185514,52.4924439,13.4240851
Mariendorfer Weg 35,Neukölln(Neukölln),736.49,51.72,1,14.239945862335654,52.462671,13.4223266
Mausohrweg 8,Rahnsdorf(Köpenick),1041.65,97.35,4,10.700051361068311,52.52000659999999,13.404954
Gross-Berliner-Damm 136,Adlershof(Treptow),1149.0,95.86,3,11.986229918631338,52.4360742,13.5290945
Waldowallee 89a,Karlshorst(Lichtenberg),882.36,75.48,3,11.689984101748808,52.48532,13.53236
Rutnikstr. 28,Lichtenberg(Lichtenberg),448.8,42.57,2,10.54263565891473,52.5188248,13.4836666
Schönburger Str. 6,Hellersdorf(Hellersdorf),502.34,70.31,3,7.144645142938415,52.5399015,13.6179557
Fanningerstr. 69,Lichtenberg(Lichtenberg),678.94,70.43,2,9.63992616782621,52.51378020000001,13.5023046
Dunckerstr. 87,PrenzlauerBerg(PrenzlauerBerg),541.65,34.61,1,15.650101126841953,52.54132999999999,13.41881
Gustav-Müller-Platz 8,Schöneberg(Schöneberg),1999.0,102.92,4,19.422852701127088,52.4836804,13.361807
Waldowallee 91,Karlshorst(Lichtenberg),780.44,76.14,3,10.250065668505385,52.48489,13.5323501
Kadiner Str. 20a,Friedrichshain(Friedrichshain),1450.0,86.0,1,16.86046511627907,52.5142438,13.45067
Liesenstr. 5b,Mitte(Mitte),1598.0,110.0,3,14.527272727272727,52.537893,13.3761463
Am Filmlager 10,Köpenick(Köpenick),641.01,47.98,2,13.35994164235098,52.4491448,13.5850218
Hertastr. 1,Neukölln(Neukölln),785.0,98.0,4,8.010204081632653,52.46742,13.43588
Wasserwerkstr. 47,Spandau(Spandau),522.95,51.21,2,10.21187268111697,52.55558,13.16543
Karlstadter Str. 8,Pankow(Pankow),401.95,35.97,2,11.174589936057826,52.5683934,13.4241604
Neumannstraße 134,Pankow(Pankow),458.15,49.17,2,9.317673378076062,52.55341,13.42359
Schwarzheider Str. 26,Hellersdorf(Hellersdorf),530.53,50.53,2,10.499307342172965,52.535898,13.6237971
Karlsruher Straße 18,Wilmersdorf(Wilmersdorf),900.0,49.0,2,18.367346938775512,52.5015674,13.2945661
Hugo-Distler-Straße 42,Kaulsdorf(Hellersdorf),342.83,39.27,1,8.730073847720906,52.5196883,13.603289
Jahnstr. 55,Britz(Neukölln),572.5,60.71,2,9.430077417229452,52.45971000000001,13.4391303
Hugo-Distler-Straße 6,Kaulsdorf(Hellersdorf),362.46,39.27,1,9.22994652406417,52.521,13.59949
Emser Str. 84,Neukölln(Neukölln),759.0,30.0,1,25.3,52.4675923,13.424344
Kurze Straße 8,Pankow(Pankow),570.49,56.54,2,10.090024761230987,52.50724,13.51614
Randowstraße 10,Neu-Hohenschönhausen(Hohenschönhausen),999.0,90.89,4,10.991308174716691,52.5667938,13.526203
Guyotstraße 39,FranzösischBuchholz(Pankow),1039.0,91.39,4,11.36885873727979,52.60453,13.4154499
Gleimstraße 36,PrenzlauerBerg(PrenzlauerBerg),1034.0,69.61,2,14.854187616721736,52.5478252,13.4110001
Dossestr 0,Lichtenrade(Tempelhof),1595.0,151.0,4,10.562913907284768,52.511284,13.473756
Berliner Straße 43,Tegel(Reinickendorf),1150.0,95.0,4,12.105263157894736,52.58033,13.29108
Schuckertdamm 338,Siemensstadt(Spandau),530.0,30.0,1,17.666666666666668,52.54157,13.26681
Leberstraße 22,Schöneberg(Schöneberg),999.0,84.12,2,11.87589158345221,52.48423709999999,13.3612053
Alt-Moabit 107,Tiergarten(Tiergarten),650.0,42.0,1,15.476190476190476,52.5244233,13.3490412
,Friedrichshagen(Köpenick),551.45,63.93,2,8.625840763334898,52.461374,13.6406056
Wuhlestraße 7a,Biesdorf(Marzahn),450.0,55.0,2,8.181818181818182,52.5257844,13.5687567
Otto-Suhr-Allee  22A,Charlottenburg(Charlottenburg),543.68,30.93,2,17.577756223731004,52.515013,13.3170497
Dunckerstr. 19,PrenzlauerBerg(PrenzlauerBerg),690.0,47.6,1,14.495798319327731,52.543679,13.422117
Dreysestraße 12,Tiergarten(Tiergarten),449.0,32.97,1,13.61844100697604,52.5280484,13.3504993
Krowelstr. 31,Spandau(Spandau),592.58,85.14,3,6.960065774019263,52.5255361,13.198105
Seydlitzstraße 16,Lankwitz(Steglitz),693.0,63.0,2,11.0,52.5251013,13.3584725
Leibnizstrasse 0,Charlottenburg(Charlottenburg),770.0,42.0,1,18.333333333333332,52.5078159,13.3141464
Brehmestraße 19,Pankow(Pankow),1100.0,62.0,2,17.741935483870968,52.5620327,13.3971504
,Kreuzberg(Kreuzberg),1368.0,76.0,2,18.0,52.4876613,13.3814081
Alt-Moabit 90,Tiergarten(Tiergarten),856.0,88.0,2,9.727272727272727,52.52500269999999,13.343995
Maximiliankorso 00,Frohnau(Reinickendorf),1536.0,151.5,4,10.138613861386139,52.63213,13.27079
Strasse 150 0,Alt-Hohenschönhausen(Hohenschönhausen),590.0,18.0,1,32.77777777777778,52.5442014,13.5120508
Holsteinische Str. 58,Wilmersdorf(Wilmersdorf),1200.0,93.43,2,12.843840308252167,52.48819,13.32405
Bizetstraße 115,Weißensee(Weißensee),582.0,41.54,1,14.010592200288878,52.5496594,13.4616071
Motzstr. 15,Schöneberg(Schöneberg),760.0,64.0,2,11.875,52.4982416,13.3502953
Uhlandstr 29,Niederschönhausen(Pankow),1200.0,76.0,3,15.789473684210526,52.5012182,13.3247579
Möwenweg 12683,Biesdorf(Marzahn),1150.0,80.0,3,14.375,52.50386109999999,13.5765175
Im Lichtenhain 6,Lichtenberg(Lichtenberg),1080.0,68.0,2,15.882352941176471,52.5000994,13.4928461
Spandauer Damm 54,Charlottenburg(Charlottenburg),1404.0,92.0,3,15.26086956521739,52.51954809999999,13.2890761
Detmolder Straße 9,Wilmersdorf(Wilmersdorf),1070.0,62.0,2,17.258064516129032,52.47924,13.32497
Blissestr. 58,Wilmersdorf(Wilmersdorf),1350.0,103.0,3,13.106796116504855,52.47996670000001,13.3200083
Heubnerweg 7,Charlottenburg(Charlottenburg),1500.0,84.0,2,17.857142857142858,52.52352029999999,13.288406
Stallschreiberstraße 32a,Kreuzberg(Kreuzberg),1404.0,72.0,3,19.5,52.5073959,13.4064879
Gubitzstraße 51C,PrenzlauerBerg(PrenzlauerBerg),2104.0,124.0,3,16.967741935483872,52.54334,13.43115
Heubnerweg 7A,Charlottenburg(Charlottenburg),2010.0,112.0,4,17.946428571428573,52.52352029999999,13.288406
,Neukölln(Neukölln),529.0,36.0,1,14.694444444444445,52.4743863,13.4470859
Goethestraße 76,Charlottenburg(Charlottenburg),1224.0,57.0,2,21.473684210526315,52.50883049999999,13.3192223
Stralauer Allee 13a,Friedrichshain(Friedrichshain),1208.0,68.0,2,17.764705882352942,52.4980954,13.4608058
Lindenstraße 32C,Köpenick(Köpenick),1600.0,157.0,3,10.19108280254777,52.5059248,13.3974073
Büsingstraße 15,Friedenau(Schöneberg),893.9,64.0,2,13.9671875,52.4681529,13.3260317
Richard-Münch-Straße 92,Staaken(Spandau),548.0,66.82,2,8.201137384016763,52.5239073,13.1474799
Bietzkestraße 21,Friedrichsfelde(Lichtenberg),636.66,63.23,3,10.068954610153408,52.50478,13.5030101
Kunzeweg 18,Lichtenberg(Lichtenberg),569.02,53.92,2,10.553041543026705,52.51712999999999,13.48491
Emser Straße 00,Neukölln(Neukölln),1750.0,125.0,2,14.0,52.4685277,13.4312536
Christinenstr. 6,PrenzlauerBerg(PrenzlauerBerg),492.19,31.45,1,15.649920508744039,52.5300039,13.4080212
Klausdorfer Weg 16,Lichtenrade(Tempelhof),1475.0,140.59,4,10.491500106693222,52.3831,13.4051701
Suhler Strasse 7,Hellersdorf(Hellersdorf),429.45,57.26,3,7.5,52.5387855,13.5864233
Dahmestr. 08,Grünau(Köpenick),1605.0,119.5,4,13.430962343096235,52.4201378,13.5800713
Fähenweg 3,Grünau(Köpenick),1039.0,83.14,3,12.496993023815252,52.4249827,13.5693759
Sanderstraße 27,Neukölln(Neukölln),1060.0,66.32,2,15.98311218335344,52.4924439,13.4240851
Waldkiefernring 24,Grünau(Köpenick),1039.0,83.14,3,12.496993023815252,52.424861,13.5699946
Schönerlinder Straße 13,Köpenick(Köpenick),580.0,53.0,2,10.943396226415095,52.4428437,13.5681948
Straßburger Str. 29,Spandau(Spandau),1199.0,73.22,"2,5",16.37530729308932,52.5325048,13.4172383
Herrfurthstraße 16,Steglitz(Steglitz),627.51,62.13,2,10.099951714147753,52.4768805,13.4190405
Schnellerstr. 103,Niederschöneweide(Treptow),698.82,36.78,1,19.0,52.45414,13.5212
Straßburger Str. 30,Spandau(Spandau),1399.0,91.8,"3,5",15.239651416122005,52.5325491,13.4168797
Otto-Weidt-Platz 14,Britz(Neukölln),1026.0,42.0,2,24.428571428571427,52.5331271,13.3673864
Hertastr. 1,Neukölln(Neukölln),578.0,72.0,2,8.027777777777779,52.46742,13.43588
Metropolitan Park 52,Staaken(Spandau),990.0,95.0,3,10.421052631578947,52.52000659999999,13.404954
Kulbeweg 12,Spandau(Spandau),541.7,60.19,2,8.999833859445092,52.56277,13.21222
Metropolitan Park 50,Staaken(Spandau),980.0,95.0,3,10.31578947368421,30.3207788,-81.64108399999999
Straßburger Str. 28,Spandau(Spandau),1720.0,120.26,4,14.302344919341426,52.53239749999999,13.4170643
Brückenstraße 13,Mitte(Mitte),1290.0,103.0,3,12.524271844660195,52.51206690000001,13.4168464
Schützenstraße 41,Mitte(Mitte),1250.0,52.0,2,24.03846153846154,52.5092149,13.3979357
Wuhlestr. 7,Biesdorf(Marzahn),561.68,81.82,4,6.8648252261060865,52.5253768,13.5683295
Blumberger Damm 8,Biesdorf(Marzahn),323.39,36.03,1,8.975575908964752,52.5266246,13.5671633
Am Filmlager 2,Köpenick(Köpenick),698.8,55.77,2,12.530034068495606,52.4500381,13.5842202
Belforter Straße 8,PrenzlauerBerg(PrenzlauerBerg),5289.0,286.0,6,18.493006993006993,52.53275,13.41669
Streustraße 43,Weißensee(Weißensee),2128.0,133.0,3,16.0,52.55121949999999,13.4393082
Am Filmlager 2,Köpenick(Köpenick),708.66,54.6,2,12.979120879120877,52.4500381,13.5842202
Alte Schönhauser Str. 44,Mitte(Mitte),2027.37,130.0,3,15.595153846153845,52.52647320000001,13.4078756
Glienicker Str. 65,Köpenick(Köpenick),426.0,42.0,1,10.142857142857142,52.43751,13.56334
Lohmeyerstr. 21,Charlottenburg(Charlottenburg),1249.0,115.94,3,10.772813524236675,52.52006000000001,13.3015499
Nennhauser Damm 77,Staaken(Spandau),650.0,68.68,2,9.464181712288875,52.5299328,13.1406228
Martin Luther Str. 84,Schöneberg(Schöneberg),699.0,59.26,2,11.795477556530544,52.4873112,13.3447891
Nennhauser Damm 79,Staaken(Spandau),670.0,64.81,2,10.337910816232062,52.5296746,13.140468
Mainzer Straße 26,Wilmersdorf(Wilmersdorf),772.0,73.54,3,10.497688332880065,52.5145297,13.4633725
Jahnstr. 71,Britz(Neukölln),558.8,60.71,2,9.204414429253829,52.46004,13.4378201
Berliner Strasse 60,Zehlendorf(Zehlendorf),680.0,58.0,2,11.724137931034482,52.62625000000001,13.31206
Samoastraße 21,Wedding(Wedding),961.38,53.41,2,18.0,52.54208999999999,13.35403
Weimarische Str. 26,Wilmersdorf(Wilmersdorf),464.0,33.64,1,13.793103448275861,52.4812147,13.3245982
Glambecker Ring 65,Marzahn(Marzahn),433.41,52.92,2,8.189909297052154,52.55349,13.57862
Bahnhofstraße 1a,Alt-Hohenschönhausen(Hohenschönhausen),762.0,63.5,"2,5",12.0,52.4529473,13.5749124
,Charlottenburg(Charlottenburg),1750.0,165.0,4,10.606060606060606,52.5166023,13.3041054
Wasserwerkstr. 45,Spandau(Spandau),630.25,70.89,"2,5",8.890534631118635,52.55554,13.16558
Zweibrücker Str. 79,Spandau(Spandau),654.34,83.59,"2,5",7.8279698528532125,52.54845,13.18864
Tangermünder Straße 89,Hellersdorf(Hellersdorf),576.55,63.87,2,9.026929700955064,52.5413048,13.6079456
Tangermünder Straße 89,Hellersdorf(Hellersdorf),288.6,44.4,1,6.500000000000001,52.5413048,13.6079456
Naumburger Ring 50,Hellersdorf(Hellersdorf),629.0,68.63,3,9.165088153868572,52.53857,13.61063
Welsestraße 2,Neu-Hohenschönhausen(Hohenschönhausen),679.0,67.35,3,10.081662954714181,52.5685,13.5264
Nantestraße 80,FranzösischBuchholz(Pankow),869.0,75.88,3,11.452293094359515,52.60531,13.4178801
Wilhelmshavener Str 40,Tiergarten(Tiergarten),915.0,76.24,"2,5",12.001573976915006,52.533486,13.3410454
Reichsstr 69a,Charlottenburg(Charlottenburg),1270.0,94.0,3,13.51063829787234,52.52037,13.2547599
Lückstraße 38,Friedrichsfelde(Lichtenberg),799.0,45.0,1,17.755555555555556,52.5000505,13.4956938
,Mitte(Mitte),1400.0,86.0,3,16.27906976744186,52.519444,13.4066669
Unstrutstr. 3,Neukölln(Neukölln),959.0,63.0,3,15.222222222222221,52.4708497,13.4478632
Unter den Linden 16,Mitte(Mitte),4415.0,260.0,3,16.98076923076923,52.5176254,13.389605
Danckelmannstraße 57,Charlottenburg(Charlottenburg),430.0,41.97,1,10.245413390517037,52.5172161,13.2906072
Großbeerenstr. 33,Mariendorf(Tempelhof),614.0,53.11,2,11.560911316136322,52.4921155,13.3827148
Hildburghauser Str. 29A,Marienfelde(Tempelhof),359.74,41.52,1,8.664258188824663,52.41266,13.35325
Stollberger Str. 71,Hellersdorf(Hellersdorf),474.18,54.24,2,8.742256637168142,52.5334,13.60275
Boxhagener Str 43,Friedrichshain(Friedrichshain),542.4,45.2,1,11.999999999999998,52.5101591,13.4639406
Emdener Strasse 56,Tiergarten(Tiergarten),450.0,32.0,1,14.0625,52.5278885,13.3328587
Landjägerstraße 21,Köpenick(Köpenick),575.0,42.43,1,13.551732264906905,52.44412,13.58113
Emdener Strasse 56,Tiergarten(Tiergarten),450.0,33.0,1,13.636363636363637,52.5278885,13.3328587
Hausburgstraße 5,Friedrichshain(Friedrichshain),695.0,38.0,1,18.289473684210527,52.5267186,13.4525486
Pfannschmidtstr. 7,Karow(Weißensee),530.0,74.58,3,7.106462858675248,52.624005,13.4825897
Bernauer Str. 95,Tegel(Reinickendorf),608.76,67.14,2,9.067024128686327,52.53738,13.39264
,Steglitz(Steglitz),1700.0,170.0,5,10.0,52.4530959,13.3311709
Wohlgemuthstraße 18,Baumschulenweg(Treptow),561.29,57.19,2,9.814478055604127,52.4631,13.4819
,Kladow(Spandau),1050.0,70.0,2,15.0,52.4595308,13.137579
Siemensstraße 12a,Tiergarten(Tiergarten),889.46,68.42,2,13.0,52.53275300000001,13.3330984
Wendenschloßstraße 308,Köpenick(Köpenick),557.11,67.94,2,8.200029437739182,52.4281823,13.5837363
Wendenschloßstraße 314,Köpenick(Köpenick),612.68,61.7,2,9.929983792544569,52.4278485,13.5840534
Güntzelstraße 61,Wilmersdorf(Wilmersdorf),1292.0,76.0,2,17.0,52.49048999999999,13.33258
Caspar-Theyß-Straße 24,Grunewald(Wilmersdorf),1599.58,96.71,3,16.539964843346088,52.4916294,13.292336
Wiltbergstraße 90,Buch(Pankow),2450.0,193.5,5,12.661498708010337,52.6409157,13.4868116
,Tegel(Reinickendorf),1550.0,120.0,3,12.916666666666666,52.5854954,13.2812374
Medebacher Weg 10,Tegel(Reinickendorf),741.0,74.0,2,10.013513513513514,52.5865641,13.2810754
Fließstr 13,Niederschöneweide(Treptow),669.78,49.54,2,13.519983851433185,52.457014,13.512563
Boxhagener Straße 82a,Friedrichshain(Friedrichshain),1335.0,76.21,2,17.51738616979399,52.50842369999999,13.4667388
Wilhelmstraße 48,Mitte(Mitte),785.0,69.79,3,11.248029803696804,52.5122479,13.383539
Akazienalle 35-39,Charlottenburg(Charlottenburg),2800.0,210.0,4,13.333333333333334,52.51968,13.26826
Alte Jakobstr. 101,Mitte(Mitte),4000.0,152.7,4,26.195153896529145,52.5082116,13.4047949
Mendelstr. 30,Pankow(Pankow),766.57,74.74,3,10.256489162429759,52.57548999999999,13.41904
Pistoriusstr. 32,Weißensee(Weißensee),862.0,93.03,3,9.26582822745351,52.55332,13.4480185
Heubnerweg 7,Charlottenburg(Charlottenburg),1331.0,77.0,2,17.285714285714285,52.52352029999999,13.288406
Stargarder Str. 59,PrenzlauerBerg(PrenzlauerBerg),511.1,33.96,2,15.050058892815077,52.5452474,13.4215998
Parksiedlung Spruch 3 bis 137,Buckow(Neukölln),679.59,75.51,3,9.0,52.42153,13.41206
Blumberger Damm 8,Biesdorf(Marzahn),349.07,36.03,1,9.688315292811545,52.5266246,13.5671633
Goebelstr. 12,Charlottenburg(Charlottenburg),522.29,49.6,2,10.530040322580644,52.53834,13.27808
Feldstraße 53,Spandau(Spandau),960.0,54.0,2,17.77777777777778,52.5432601,13.2050998
,Tiergarten(Tiergarten),3000.0,152.5,3,19.672131147540984,52.5141516,13.3591634
Straße 9 28,Lichtenrade(Tempelhof),1044.29,81.0,3,12.892469135802468,52.40144429999999,13.4188085
Kärntener Str. 10,Schöneberg(Schöneberg),624.0,52.0,2,12.0,52.4790303,13.3475294
Proskauerstr. 33,Friedrichshain(Friedrichshain),520.0,40.71,1,12.773274379759272,52.51653839999999,13.4605595
Parksiedlung Spruch 3 bis 137,Buckow(Neukölln),600.62,63.09,2,9.520050721191948,52.42153,13.41206
Stralauer Allee 13,Friedrichshain(Friedrichshain),4995.0,219.97,4,22.70764195117516,52.4980954,13.4608058
Proskauerstr. 33,Friedrichshain(Friedrichshain),900.0,73.83,2,12.190166598943518,52.51653839999999,13.4605595
Fanninger Str. 56,Lichtenberg(Lichtenberg),914.0,66.07,2,13.833812622975634,52.5136452,13.5000223
Paul-Junius-Str. 40,Lichtenberg(Lichtenberg),296.52,48.5,2,6.11381443298969,52.5250148,13.4757315
Alfred-Jung-Str. 22,Lichtenberg(Lichtenberg),342.86,50.0,2,6.857200000000001,52.5244648,13.4758598
Wadzeckstrasse 4,Mitte(Mitte),500.0,24.59,1,20.3334688897926,52.5245841,13.4149331
Parksiedlung Spruch 3 bis 137,Buckow(Neukölln),533.97,59.33,"1,5",9.0,52.42153,13.41206
Jablonskistrasse 23,PrenzlauerBerg(PrenzlauerBerg),1499.0,108.46,4,13.820763415083903,52.5373591,13.4244833
Sophie-Charlotten-Str. 115,Charlottenburg(Charlottenburg),896.0,64.54,2,13.88286334056399,52.5230474,13.2855661
Würtzstr. 10,Pankow(Pankow),649.24,61.28,2,10.594647519582246,52.57686409999999,13.4240144
Sredzkistr. 40,PrenzlauerBerg(PrenzlauerBerg),1189.0,86.13,2,13.804713804713806,52.538,13.41863
Alt-Friedrichsfelde 77,Friedrichsfelde(Lichtenberg),949.0,91.11,4,10.415980682691252,52.5108301,13.5273792
Pohlstraße 51,Tiergarten(Tiergarten),889.0,52.34,2,16.98509743981658,52.5003971,13.3650776
Kissinger Str. 51,Schmargendorf(Wilmersdorf),707.08,89.94,3,7.86168556815655,52.4792,13.29689
Fuggerstrasse 31,Schöneberg(Schöneberg),999.0,70.25,2,14.220640569395018,52.4989621,13.3432415
Wölfertstraße 8,Tempelhof(Tempelhof),575.0,42.5,1,13.529411764705882,52.47651,13.3723001
Pestalozzistr. 39,Charlottenburg(Charlottenburg),1340.0,115.6,3,11.591695501730104,52.5080907,13.3036715
Krausenstraße  24,Mitte(Mitte),1276.45,93.25,3,13.688471849865952,52.5096926,13.3955356
Krausenstraße  21,Mitte(Mitte),689.15,52.38,2,13.156739213440243,52.50962000000001,13.39469
Straßburger Straße  9 G,PrenzlauerBerg(PrenzlauerBerg),1117.5,75.0,3,14.9,52.5294716,13.4138249
Potsdamer Straße 4,Tiergarten(Tiergarten),2500.0,139.0,3,17.985611510791365,52.5100083,13.3732867
Badstraße 54,Wedding(Wedding),540.0,36.63,1,14.74201474201474,52.55188210000001,13.381887
Bismarckstraße 90,Charlottenburg(Charlottenburg),780.0,60.0,2,13.0,52.511435,13.3084301
Bergedorfer Straße 197,Mahlsdorf(Hellersdorf),500.0,53.37,2,9.36855911560802,52.48036459999999,13.5981608
Leberstraße 22,Schöneberg(Schöneberg),999.0,84.12,2,11.87589158345221,52.48423709999999,13.3612053
Parkstraße 34,Pankow(Pankow),1411.2,109.65,3,12.870041039671682,52.5725148,13.4030391
Brüsseler Str. 11,Wedding(Wedding),1499.0,129.0,3,11.62015503875969,52.5475736,13.3509521
Dorotheenstraße 56,Mitte(Mitte),1581.39,117.14,3,13.5,52.5187497,13.3869699
Gabriele-Tergit-Promenade 21,Tiergarten(Tiergarten),1985.0,73.0,3,27.19178082191781,52.5039938,13.3744329
Durlacher Str. 5,Wilmersdorf(Wilmersdorf),1368.0,76.0,3,18.0,52.4798609,13.3364984
Dahmestraße 4a,Grünau(Köpenick),867.24,72.27,2,12.0,52.41961,13.5809901
Pillnitzer Weg  21,Staaken(Spandau),294.0,37.16,1,7.91173304628633,52.52376,13.1562701
Emdener Strasse 56,Tiergarten(Tiergarten),450.0,22.0,1,20.454545454545453,52.5278885,13.3328587
Boxhagener Straße 22,Friedrichshain(Friedrichshain),1735.0,118.0,4,14.703389830508474,52.5130694,13.4564147
Friedenstraße 23,Köpenick(Köpenick),746.13,71.06,3,10.5,52.5279106,13.4250855
Kopenhagener Str. 13,PrenzlauerBerg(PrenzlauerBerg),1012.7,53.34,2,18.98575178102737,52.54926,13.40919
Unter den Linden 74,Mitte(Mitte),2775.08,244.5,3,11.35002044989775,52.517272,13.3815684
Windsteiner Weg 29,Zehlendorf(Zehlendorf),643.0,53.57,2,12.002986746313235,52.41144,13.2573
,Reinickendorf(Reinickendorf),995.0,64.0,"2,5",15.546875,52.5734383,13.3592052
Fuggerstrasse 31,Schöneberg(Schöneberg),999.0,70.25,2,14.220640569395018,52.4989621,13.3432415
,Charlottenburg(Charlottenburg),1075.0,90.0,3,11.944444444444445,52.5166023,13.3041054
Brunnenstraße 27,Mitte(Mitte),1239.17,42.73,2,29.000000000000004,52.53428,13.39882
,Lichterfelde(Steglitz),2050.0,179.0,6,11.452513966480447,52.4313941,13.3096735
,Lichtenberg(Lichtenberg),675.11,63.81,2,10.580003134304969,52.5228736,13.4995709
Perleberger Str. 14,Tiergarten(Tiergarten),1199.0,97.99,3,12.23594244310644,52.5336629,13.3524338
Hinter den Gärten 10,Spandau(Spandau),425.08,63.54,2,6.689959080893925,52.54866999999999,13.1525
,Pankow(Pankow),1540.0,110.0,3,14.0,52.5662502,13.4124028
Wilhelmshavener Str. 32,Tiergarten(Tiergarten),1515.0,116.86,5,12.964230703405784,52.5330729,13.3416885
,Adlershof(Treptow),912.0,48.0,2,19.0,52.434879,13.5421149
Kopernikusstraße 25b,Friedrichshain(Friedrichshain),1005.3,55.85,2,18.0,52.51050009999999,13.4537668
Ahornallee 49 A,Friedrichshagen(Köpenick),1238.0,88.31,3,14.018797418185935,52.4543006,13.6188074
Lefevrestraße 26a,Friedenau(Schöneberg),711.95,59.0,2,12.066949152542374,52.46606,13.32561
Rheinsberger Strasse 44,Mitte(Mitte),1189.0,82.8,3,14.359903381642512,52.53888,13.40306
Ernst-Reinke-Straße 6,Lichtenberg(Lichtenberg),1940.0,130.0,4,14.923076923076923,52.52736849999999,13.4612107
Thomasstraße 53,Neukölln(Neukölln),700.0,55.0,2,12.727272727272727,52.4723341,13.4335132
Pestalozzistr. 28,Charlottenburg(Charlottenburg),2000.0,111.87,3,17.877893984088672,52.5080396,13.3081808
Buckower Ring 39,Biesdorf(Marzahn),389.05,49.1,2,7.923625254582484,52.5248018,13.5711986
