Street,Area,Price,sqm,Rooms,PricePerSqm,lat,lng
Berlinickerstr. 16,Steglitz(Steglitz),574.0,41.98,1,13.673177703668415,52.4558131,13.3233491
Caspar-Theyß-Straße 24,Grunewald(Wilmersdorf),1594.8,88.6,3,18.0,52.4916294,13.292336
Jadeweg 11 e,Spandau(Spandau),466.61,64.31,2,7.255636759446431,52.52988999999999,13.1940901
Stralauer Allee 14,Friedrichshain(Friedrichshain),2717.0,136.0,4,19.977941176470587,52.4976461,13.461655
Residenzstr. 8,Reinickendorf(Reinickendorf),412.0,40.0,1,10.3,52.5724423,13.3592897
Gotenstr. 69,Schöneberg(Schöneberg),1176.0,109.7,3,10.72014585232452,52.4826184,13.3605302
,Charlottenburg(Charlottenburg),1545.0,127.0,2,12.165354330708661,52.5166023,13.3041054
Sophienstraße 25,Mitte(Mitte),1595.79,101.32,3,15.75,52.5261489,13.3998252
Neue Schönhauser Straße 9,Mitte(Mitte),2450.0,151.28,5,16.19513484928609,52.5248219,13.4038002
Rathenaustraße 4,Oberschöneweide(Köpenick),660.0,55.0,2,12.0,52.4586999,13.5274894
Rathenaustraße 4,Oberschöneweide(Köpenick),915.0,76.17,"2,5",12.012603387160299,52.4586999,13.5274894
Simplonstr. 23,Friedrichshain(Friedrichshain),841.8,36.6,1,22.999999999999996,52.50842830000001,13.4592078
clausewitzstr 2,Charlottenburg(Charlottenburg),2630.0,136.44,4,19.27587217824685,52.5014342,13.3088059
Dudenstraße 80,Kreuzberg(Kreuzberg),599.0,20.0,1,29.95,52.4854402,13.3736304
Kaiserdamm 21,Charlottenburg(Charlottenburg),2050.0,154.6,4,13.260025873221217,52.51048660000001,13.2842984
Einbecker Straße 43,Friedrichsfelde(Lichtenberg),975.0,55.05,2,17.71117166212534,52.50958,13.50447
Burgemeister Straße 83,Tempelhof(Tempelhof),760.0,88.2,3,8.616780045351474,52.45662,13.3861
Tempelhofer Damm 219,Tempelhof(Tempelhof),435.0,50.98,1,8.53275794429188,52.45632999999999,13.38434
Kaiserdamm 6,Charlottenburg(Charlottenburg),2234.0,180.29,4,12.391147595540518,52.5109678,13.2926349
Hofjagdweg 13,Rudow(Neukölln),657.36,69.57,3,9.44890038809832,52.42095,13.51243
Palisadenstraße 46,Friedrichshain(Friedrichshain),900.0,69.14,2,13.017066820943015,52.5183982,13.4394792
Sächsische 35,Wilmersdorf(Wilmersdorf),1860.0,124.0,4,15.0,52.48988,13.31615
,Reinickendorf(Reinickendorf),670.28,49.32,2,13.590429845904298,52.5734383,13.3592052
Mariendorfer Weg 49,Neukölln(Neukölln),1563.89,90.66,3,17.250055151114054,52.46287340000001,13.4227189
Mariendorfer Weg 52,Neukölln(Neukölln),1601.0,133.42,4,11.999700194873334,52.4629011,13.4227726
Oderberger Straße 51/ 52,PrenzlauerBerg(PrenzlauerBerg),1698.64,99.92,3,17.0,52.53865,13.40855
,PrenzlauerBerg(PrenzlauerBerg),1480.0,60.0,2,24.666666666666668,52.5391787,13.4242073
Eisenzahnstraße 15,Wilmersdorf(Wilmersdorf),900.0,30.0,1,30.0,52.4950126,13.3047843
Distelfinkweg 26,Buckow(Neukölln),289.72,38.0,1,7.62421052631579,52.4339389,13.4737369
Dörpfeldstraße 27,Adlershof(Treptow),1330.0,152.0,5,8.75,52.43714000000001,13.54679
Ilsenburger Straße 35,Charlottenburg(Charlottenburg),580.0,43.75,1,13.257142857142858,52.5250297,13.3092328
,Mitte(Mitte),779.0,51.0,2,15.27450980392157,52.519444,13.4066669
Reichenberger Straße 71,Kreuzberg(Kreuzberg),660.0,70.0,3,9.428571428571429,52.49456499999999,13.4328703
Dörpfeldstraße 27,Adlershof(Treptow),536.03,61.26,2,8.750081619327457,52.43714000000001,13.54679
Ebertystraße  54,Friedrichshain(Friedrichshain),950.0,66.0,2,14.393939393939394,52.5265984,13.4514701
Wendenschloßstraße 123,Köpenick(Köpenick),594.96,85.28,4,6.9765478424015015,52.44056,13.58189
Wilhelmstr. 15,Kreuzberg(Kreuzberg),285.74,38.0,1,7.519473684210527,52.50270099999999,13.38877
Lauterstr. 27/28,Friedenau(Schöneberg),1455.0,138.0,5,10.543478260869565,52.4740696,13.3355906
,Wedding(Wedding),1200.0,60.34,2,19.887305270135897,52.5504827,13.3519841
Isländische Straße  13,PrenzlauerBerg(PrenzlauerBerg),1350.0,95.0,3,14.210526315789474,52.5518687,13.4011692
Alt-Buckow 5,Buckow(Neukölln),795.0,80.28,3,9.902840059790732,52.42324,13.4361097
Silbersteinstr. 88,Neukölln(Neukölln),610.38,87.0,3,7.015862068965517,52.46632,13.42889
Königsheideweg 264,Johannisthal(Treptow),1086.0,108.57,3,10.002763194252557,52.44623199999999,13.5068712
Gottlieb-Dunkel-Str. 53,Tempelhof(Tempelhof),681.0,57.97,2,11.747455580472659,52.45947,13.41669
Heideläuferweg 32,Buckow(Neukölln),718.85,91.0,4,7.89945054945055,52.4211691,13.4397314
Kilianistraße 25,Oberschöneweide(Köpenick),488.2,62.51,2,7.80995040793473,52.4631366,13.5190579
Amtsstraße 5,Köpenick(Köpenick),393.35,66.59,3,5.9070430995645,52.4441915,13.5794295
Wühlischstraße 1,Friedrichshain(Friedrichshain),791.68,49.48,1,16.0,52.5073642,13.4674563
Hultschiner Damm 84 A  - ,Mahlsdorf(Hellersdorf),681.0,74.0,2,9.202702702702704,52.4825718,13.6020023
Plantage 5,Spandau(Spandau),595.0,54.79,2,10.859645920788465,52.5324231,13.2028495
Zillestr. 50,Charlottenburg(Charlottenburg),1050.0,55.96,"1,5",18.763402430307362,52.5137,13.30892
Zillestr. 50,Charlottenburg(Charlottenburg),1984.17,104.43,3,19.0,52.5137,13.30892
Tauroggener Straße 35b,Charlottenburg(Charlottenburg),910.0,16.0,1,56.875,52.5266133,13.3020396
Tauroggener Straße 35b,Charlottenburg(Charlottenburg),840.0,16.0,1,52.5,52.5266133,13.3020396
Tauroggener Straße 35b,Charlottenburg(Charlottenburg),790.0,12.0,1,65.83333333333333,52.5266133,13.3020396
Tauroggener Straße 35b,Charlottenburg(Charlottenburg),870.0,16.0,1,54.375,52.5266133,13.3020396
Olivaer Platz 9,Wilmersdorf(Wilmersdorf),799.0,48.0,2,16.645833333333332,52.49907,13.3167
,Charlottenburg(Charlottenburg),2700.0,118.0,2,22.88135593220339,52.5166023,13.3041054
Malteserstraße 148,Marienfelde(Tempelhof),1747.0,122.0,4,14.319672131147541,52.41864,13.3601101
Nantesstraße 78,FranzösischBuchholz(Pankow),920.0,71.63,2,12.843780538880358,52.6050602,13.4177707
,Charlottenburg(Charlottenburg),1959.9,130.66,3,15.000000000000002,52.5166023,13.3041054
Nantesstraße 76,FranzösischBuchholz(Pankow),980.0,80.08,3,12.237762237762238,52.6047205,13.4182965
,Lichterfelde(Steglitz),1365.0,105.0,3,13.0,52.4313941,13.3096735
Alt Moabit 48b,Tiergarten(Tiergarten),2575.0,142.0,4,18.133802816901408,52.52424,13.33107
Hönower Str. 91,Mahlsdorf(Hellersdorf),850.0,79.81,2,10.650294449317128,52.5131021,13.6118368
Kurstraße 15,Spandau(Spandau),450.0,38.86,1,11.580030880082347,52.5130452,13.3993798
Alt Moabit 48a,Tiergarten(Tiergarten),1955.0,108.0,4,18.10185185185185,52.52424,13.33107
,Charlottenburg(Charlottenburg),2350.0,129.0,4,18.217054263565892,52.5166023,13.3041054
Nesselweg 17,Rosenthal(Pankow),900.0,65.3,2,13.782542113323125,52.59802490000001,13.3813513
Nesselweg 17,Rosenthal(Pankow),1480.0,106.84,4,13.852489704230624,52.59802490000001,13.3813513
Nesselweg 17,Rosenthal(Pankow),1600.0,122.91,5,13.017655194858026,52.59802490000001,13.3813513
Nesselweg 17,Rosenthal(Pankow),1630.0,126.14,5,12.9221499920723,52.59802490000001,13.3813513
Nesselweg 17,Rosenthal(Pankow),830.0,59.57,2,13.933187846231325,52.59802490000001,13.3813513
Nesselweg 17,Rosenthal(Pankow),1150.0,85.32,3,13.478668541959681,52.59802490000001,13.3813513
Windscheidstraße 19,Charlottenburg(Charlottenburg),1054.32,91.68,"2,5",11.499999999999998,52.50546809999999,13.2993072
,PrenzlauerBerg(PrenzlauerBerg),2150.0,75.0,"2,5",28.666666666666668,52.5391787,13.4242073
Sophienstraße 9,Mitte(Mitte),2902.46,131.93,5,22.0,52.5250979,13.4023335
Wollankstraße 37,Wedding(Wedding),455.86,76.04,3,5.995002630194634,52.56395999999999,13.38762
Klara Franke Straße 16,Tiergarten(Tiergarten),740.0,16.0,1,46.25,52.531682,13.362731
Mahlsdorfer Str.  56a,Köpenick(Köpenick),755.0,65.37,2,11.54964050787823,52.46882,13.58852
Sangebuchtweg 9,Wannsee(Zehlendorf),643.04,64.0,2,10.0475,52.41473999999999,13.14402
,Schöneberg(Schöneberg),2400.0,110.0,3,21.818181818181817,52.4898502,13.3532376
Dora-Mendler-Str. 13,Rudow(Neukölln),465.97,66.86,"2,1",6.969338917140294,52.41112,13.5148
,Schöneberg(Schöneberg),2500.0,114.0,4,21.92982456140351,52.4898502,13.3532376
,Schmargendorf(Wilmersdorf),1500.0,82.0,3,18.29268292682927,52.4754245,13.2903006
,Wilmersdorf(Wilmersdorf),2400.0,124.0,3,19.35483870967742,52.4904703,13.3144802
Treskowstraße 30,Heinersdorf(Weißensee),534.93,59.45,2,8.99798149705635,52.5617469,13.429224
,Wilmersdorf(Wilmersdorf),2000.0,90.0,3,22.22222222222222,52.4904703,13.3144802
,Wittenau(Reinickendorf),1365.0,149.0,3,9.161073825503356,52.5954998,13.3330131
,Charlottenburg(Charlottenburg),1420.0,138.77,4,10.232759241911076,52.5166023,13.3041054
Königsheideweg 238,Johannisthal(Treptow),421.77,47.0,1,8.973829787234042,52.4469662,13.5025849
,Charlottenburg(Charlottenburg),1585.2,105.68,2,15.0,52.5166023,13.3041054
Treskowstraße 32,Heinersdorf(Weißensee),530.7,58.98,2,8.99796541200407,52.56216,13.4289
,Grünau(Köpenick),1300.0,109.0,4,11.926605504587156,52.43114,13.57286
,Charlottenburg(Charlottenburg),1495.0,77.0,3,19.415584415584416,52.5166023,13.3041054
Schreinerstraße 57,Friedrichshain(Friedrichshain),850.0,75.0,2,11.333333333333334,52.51798100000001,13.4640284
Treskowstraße 33,Heinersdorf(Weißensee),689.99,79.4,3,8.690050377833753,52.56215,13.42848
,Wannsee(Zehlendorf),2000.0,130.0,3,15.384615384615385,52.415113,13.1468678
,Charlottenburg(Charlottenburg),2814.4,281.44,8,10.0,52.5166023,13.3041054
,Charlottenburg(Charlottenburg),2338.6,233.86,5,9.999999999999998,52.5166023,13.3041054
,Charlottenburg(Charlottenburg),1542.9,154.29,3,10.000000000000002,52.5166023,13.3041054
,Charlottenburg(Charlottenburg),1200.0,53.0,2,22.641509433962263,52.5166023,13.3041054
,Mitte(Mitte),5000.0,186.15,5,26.86005909213,52.519444,13.4066669
Dirschauer Str. 16,Friedrichshain(Friedrichshain),1650.0,80.69,2,20.448630561407857,52.50866079999999,13.4573365
,Friedrichshain(Friedrichshain),1850.0,135.0,4,13.703703703703704,52.51582399999999,13.4539891
Pichelsdorfer Straße 59,Spandau(Spandau),693.0,69.3,2,10.0,52.5189381,13.1975604
Ostpreußendamm 159 a,Lichterfelde(Steglitz),734.5,56.5,2,13.0,52.43158,13.31879
Tino-Schwierzina-Str. 30a,Heinersdorf(Weißensee),420.0,20.3,1,20.689655172413794,52.5609286,13.4333872
,Schmargendorf(Wilmersdorf),2600.0,100.0,4,26.0,52.4754245,13.2903006
,Grunewald(Wilmersdorf),3670.0,153.0,"3,5",23.986928104575163,52.48338529999999,13.2657999
Schumannstraße 19,Mitte(Mitte),1602.45,106.83,3,15.0,52.52370819999999,13.3799029
Antonienstraße 18-20,Reinickendorf(Reinickendorf),345.07,53.35,2,6.468041237113402,52.57194,13.31228
,Charlottenburg(Charlottenburg),2184.0,112.0,3,19.5,52.5166023,13.3041054
Angerburger Allee 43,Charlottenburg(Charlottenburg),860.0,91.0,3,9.45054945054945,52.50976,13.2221501
,Wilmersdorf(Wilmersdorf),2300.0,90.0,3,25.555555555555557,52.4904703,13.3144802
,Wilmersdorf(Wilmersdorf),1480.0,90.0,3,16.444444444444443,52.4904703,13.3144802
,Charlottenburg(Charlottenburg),4200.0,116.0,3,36.206896551724135,52.5166023,13.3041054
,Schöneberg(Schöneberg),5400.0,224.0,7,24.107142857142858,52.4898502,13.3532376
,Wilmersdorf(Wilmersdorf),1650.0,90.0,3,18.333333333333332,52.4904703,13.3144802
Habersaathstraße 15,Mitte(Mitte),2058.0,117.6,3,17.5,52.53138910000001,13.3756097
Habersaathstraße 15,Mitte(Mitte),1602.13,91.55,2,17.5000546149645,52.53138910000001,13.3756097
Habersaathstraße 15,Mitte(Mitte),1994.1,117.3,3,17.0,52.53138910000001,13.3756097
Prenzlauer Promenade 47a,Heinersdorf(Weißensee),409.14,45.47,"1,5",8.99802067297119,52.5623508,13.42799
,Charlottenburg(Charlottenburg),9500.0,274.0,5,34.67153284671533,52.5166023,13.3041054
Joseph-Haydn Straße 1,Tiergarten(Tiergarten),3950.0,230.0,3,17.17391304347826,52.5146924,13.3376905
,Schmargendorf(Wilmersdorf),12000.0,364.0,4,32.967032967032964,52.4754245,13.2903006
Auguststraße 92,Mitte(Mitte),1586.08,99.13,2,16.0,52.526149,13.3902045
Sybelstraße 17,Charlottenburg(Charlottenburg),1589.0,72.25,"3,5",21.993079584775085,52.502145,13.3046078
,Charlottenburg(Charlottenburg),1811.25,120.75,3,15.0,52.5166023,13.3041054
,Mitte(Mitte),4500.0,186.15,5,24.174053182917003,52.519444,13.4066669
Löwenberger Straße 2-4,Friedrichsfelde(Lichtenberg),529.0,50.0,2,10.58,52.51089710000001,13.5080399
Cecilienstraße 172,Biesdorf(Marzahn),224.0,29.48,1,7.598371777476255,52.5273097,13.5724961
Caspar-Theyß-Straße 16,Grunewald(Wilmersdorf),2726.0,188.0,5,14.5,52.4916357,13.2911473
Parksiedlung Spruch 3 bis 137,Buckow(Neukölln),728.96,77.22,3,9.44004144004144,52.42153,13.41206
Bachstraße 5,Tiergarten(Tiergarten),789.75,42.2,1,18.714454976303315,52.5172096,13.337101
Kluckstraße 37,Tiergarten(Tiergarten),1195.0,78.71,2,15.182314826578581,52.5019868,13.361159
Scharnweberstraße 113,Reinickendorf(Reinickendorf),549.33,59.43,2,9.243311458859162,52.5656823,13.3206082
Weichselplatz 7,Neukölln(Neukölln),304.0,33.74,1,9.010077059869591,52.4871255,13.439239
Rungestraße  18,Mitte(Mitte),1835.2,183.0,"5,5",10.028415300546449,52.51211290000001,13.4199976
Unter den Eichen 97,Lichterfelde(Steglitz),540.0,62.0,2,8.709677419354838,52.445669,13.2948393
Herweghstrasse 19,Johannisthal(Treptow),920.0,70.0,2,13.142857142857142,52.4430771,13.5031848
Herweghstrasse 19,Johannisthal(Treptow),1590.0,118.0,3,13.474576271186441,52.4430771,13.5031848
Herweghstrasse 19,Johannisthal(Treptow),995.0,71.0,3,14.014084507042254,52.4430771,13.5031848
Petersburger Platz 8,Friedrichshain(Friedrichshain),1533.0,109.5,"2,5",14.0,52.5205631,13.4501219
,Schöneberg(Schöneberg),500.0,18.7,1,26.737967914438503,52.4898502,13.3532376
,Schöneberg(Schöneberg),430.0,43.0,2,10.0,52.4898502,13.3532376
Neue Roßstraße 20,Mitte(Mitte),2724.64,127.66,4,21.342942190192698,52.51099,13.40929
Kirchstr. 65 a,Rosenthal(Pankow),583.74,54.0,2,10.81,52.59289,13.3925
,Charlottenburg(Charlottenburg),590.0,25.0,1,23.6,52.5166023,13.3041054
,Charlottenburg(Charlottenburg),600.0,28.63,1,20.9570380719525,52.5166023,13.3041054
Schillerpromenade 25,Neukölln(Neukölln),1450.0,76.9,3,18.855656697009103,52.4737016,13.4234958
Katharinenstraße 27,Wilmersdorf(Wilmersdorf),1200.39,91.63,2,13.100403797882791,52.49798879999999,13.292155
Neue Grünstraße 40,Mitte(Mitte),1600.0,80.0,3,20.0,52.5087008,13.4039925
,Britz(Neukölln),675.0,27.0,2,25.0,52.4526678,13.438604
Blumberger Damm 295,Marzahn(Marzahn),237.98,32.59,1,7.302239950905185,52.5565574,13.574036
Stindestr. 17,Steglitz(Steglitz),1366.88,99.72,3,13.70718010429202,52.4483374,13.3407948
Richard-Sorge-Straße 27,Friedrichshain(Friedrichshain),473.0,37.7,1,12.546419098143236,52.52102,13.4472799
Johannes-Werner-Str. 23,Johannisthal(Treptow),1250.0,87.0,3,14.367816091954023,52.442927,13.5029099
Kloster-Zinna-Str. 6,Lichtenrade(Tempelhof),482.74,67.61,2,7.140068037272593,52.4026496,13.4160811
Lobeckstraße4 65,Kreuzberg(Kreuzberg),860.0,38.0,1,22.63157894736842,52.4999877,13.4040718
Planckstrasse 20,Mitte(Mitte),2350.0,161.0,"4,5",14.596273291925465,52.5208518,13.390034
Weißenburger Straße  12,Spandau(Spandau),755.0,78.0,23,9.679487179487179,52.52265999999999,13.1959
Klara Franke Straße 12,Tiergarten(Tiergarten),680.0,14.0,1,48.57142857142857,52.5321719,13.3622246
Hedemannstr. 27,Kreuzberg(Kreuzberg),420.31,35.0,1,12.008857142857144,52.503032,13.3874356
Brandenburgische Straße 53,Wilmersdorf(Wilmersdorf),1800.0,68.0,2,26.470588235294116,52.4938,13.30942
,Wilmersdorf(Wilmersdorf),970.0,26.13,1,37.1220818982013,52.4904703,13.3144802
Nestorstraße 53,Wilmersdorf(Wilmersdorf),579.0,34.0,1,17.029411764705884,52.49751,13.30031
,Biesdorf(Marzahn),1495.0,108.0,4,13.842592592592593,52.50866680000001,13.5614488
Grimmstr.  24,Lichtenrade(Tempelhof),876.4,97.0,3,9.035051546391752,52.4938194,13.4150941
Dörpfeldstraße 29,Adlershof(Treptow),905.98,103.54,3,8.750048290515743,52.4373635,13.5468396
Oranienstraße 163,Kreuzberg(Kreuzberg),830.0,26.0,1,31.923076923076923,52.5025213,13.4141055
Akazienstr 6,Lichterfelde(Steglitz),549.98,59.0,2,9.321694915254238,52.4871847,13.3552577
,Weißensee(Weißensee),1695.0,107.01,4,15.83964115503224,52.5538804,13.4675453
Charlottenstraße 17E,Köpenick(Köpenick),273.21,35.23,1,7.755038319613965,52.5082743,13.3925208
,Tiergarten(Tiergarten),1199.0,85.8,3,13.974358974358974,52.5141516,13.3591634
Obersteiner Weg 47,Weißensee(Weißensee),492.75,58.66,2,8.400102284350496,52.56128,13.45119
Müllerstraße 59a,Wedding(Wedding),429.68,48.0,2,8.951666666666666,52.5547771,13.3447854
Müllerstraße 59a,Wedding(Wedding),290.0,32.85,1,8.82800608828006,52.5547771,13.3447854
Am Ruderverein 6,Grünau(Köpenick),1237.47,95.19,4,13.0,52.4266059,13.5749819
Sonnenallee 54,Neukölln(Neukölln),629.0,56.0,2,11.232142857142858,52.4850148,13.4326007
Havelberger Straße 18,Tiergarten(Tiergarten),505.42,37.0,1,13.66,52.5342606,13.3468663
Friedrich-Karl-Straße 20 A,Tempelhof(Tempelhof),1066.0,82.0,2,13.0,52.45650999999999,13.38017
Sonnenallee 40,Neukölln(Neukölln),444.39,60.0,2,7.406499999999999,52.48552,13.43095
Kollwitzstraße 89,PrenzlauerBerg(PrenzlauerBerg),1350.0,66.0,1,20.454545454545453,52.5386225,13.4200916
Sophie-Charlotten-Str. 22A,Charlottenburg(Charlottenburg),950.0,55.26,2,17.191458559536738,52.5178343,13.2867156
,Alt-Hohenschönhausen(Hohenschönhausen),600.0,60.0,2,10.0,52.5485593,13.5084938
,Lichterfelde(Steglitz),900.0,60.0,2,15.0,52.4313941,13.3096735
Friedenstraße 60,Friedrichshain(Friedrichshain),1336.06,121.46,4,11.0,52.5193558,13.438875
Heimkehlenstr. 4,Lichterfelde(Steglitz),1454.0,153.0,5,9.50326797385621,52.42222,13.3278599
,Schöneberg(Schöneberg),3245.0,247.0,8,13.137651821862349,52.4898502,13.3532376
,Wedding(Wedding),1000.0,72.95,2,13.708019191226867,52.5504827,13.3519841
,Adlershof(Treptow),1050.0,108.0,2,9.722222222222221,52.434879,13.5421149
,Wittenau(Reinickendorf),1024.0,100.0,3,10.24,52.5954998,13.3330131
,Wittenau(Reinickendorf),1000.0,105.55,3,9.474182851729038,52.5954998,13.3330131
,Reinickendorf(Reinickendorf),1150.0,77.3,3,14.877102199223804,52.5734383,13.3592052
Tino-Schwierzina-Str. 30a,Heinersdorf(Weißensee),449.0,20.3,1,22.11822660098522,52.5609286,13.4333872
Tino-Schwierzina-Str. 30a,Heinersdorf(Weißensee),459.0,20.3,1,22.610837438423644,52.5609286,13.4333872
,Köpenick(Köpenick),850.0,75.09,3,11.319749633772805,52.44260689999999,13.5822741
,Mitte(Mitte),600.0,31.73,1,18.909549322407816,52.519444,13.4066669
,Reinickendorf(Reinickendorf),800.0,60.27,2,13.273602123776339,52.5734383,13.3592052
,Steglitz(Steglitz),1100.0,76.57,2,14.365939663053416,52.4530959,13.3311709
,PrenzlauerBerg(PrenzlauerBerg),850.0,46.86,1,18.139137857447718,52.5391787,13.4242073
,Adlershof(Treptow),1050.0,96.0,3,10.9375,52.434879,13.5421149
,Wittenau(Reinickendorf),850.0,84.43,"2,5",10.067511548027952,52.5954998,13.3330131
,Wittenau(Reinickendorf),600.0,56.6,1,10.600706713780918,52.5954998,13.3330131
,Wittenau(Reinickendorf),600.0,57.51,1,10.432968179447053,52.5954998,13.3330131
,Reinickendorf(Reinickendorf),700.0,51.03,2,13.717421124828531,52.5734383,13.3592052
,Alt-Hohenschönhausen(Hohenschönhausen),1124.2,117.0,3,9.608547008547008,52.5485593,13.5084938
Beusselstraße 20,Tiergarten(Tiergarten),546.0,39.0,1,14.0,52.52857419999999,13.3288984
,Oberschöneweide(Köpenick),800.0,54.61,2,14.649331624244644,52.46877079999999,13.5145259
,Oberschöneweide(Köpenick),1200.0,107.0,4,11.214953271028037,52.46877079999999,13.5145259
,Oberschöneweide(Köpenick),780.0,73.94,2,10.549093859886394,52.46877079999999,13.5145259
,Köpenick(Köpenick),700.0,65.43,2,10.698456365581537,52.44260689999999,13.5822741
,Köpenick(Köpenick),650.0,65.63,2,9.904007313728478,52.44260689999999,13.5822741
,Köpenick(Köpenick),750.0,76.88,2,9.755463059313216,52.44260689999999,13.5822741
,Friedrichshain(Friedrichshain),1829.0,116.0,4,15.767241379310345,52.51582399999999,13.4539891
,Friedrichshain(Friedrichshain),1500.0,111.0,3,13.513513513513514,52.51582399999999,13.4539891
,Friedrichshain(Friedrichshain),700.0,41.0,1,17.073170731707318,52.51582399999999,13.4539891
,Niederschöneweide(Treptow),750.0,64.25,2,11.673151750972762,52.45487989999999,13.5121268
,Wedding(Wedding),800.0,58.8,2,13.60544217687075,52.5504827,13.3519841
,Wedding(Wedding),550.0,39.0,1,14.102564102564102,52.5504827,13.3519841
,Reinickendorf(Reinickendorf),870.0,65.47,2,13.288529097296472,52.5734383,13.3592052
Lückstraße 26,Lichtenberg(Lichtenberg),720.0,40.0,2,18.0,52.5011622,13.4925955
,Charlottenburg(Charlottenburg),950.0,69.51,2,13.667098259243273,52.5166023,13.3041054
,Charlottenburg(Charlottenburg),1061.0,73.16,2,14.502460360852925,52.5166023,13.3041054
Leibnizstraße 85,Charlottenburg(Charlottenburg),950.0,27.95,1,33.98926654740608,52.5095456,13.3140861
,Baumschulenweg(Treptow),550.0,34.74,1,15.831894070236038,52.4608413,13.4813073
Nieberstraße 13,Johannisthal(Treptow),1075.0,109.06,4,9.856959471850358,52.4488817,13.5127976
Am Eichenhain 82,Frohnau(Reinickendorf),1037.0,100.0,3,10.37,52.6358791,13.2651162
Beusselstraße 31,Tiergarten(Tiergarten),468.29,38.0,1,12.323421052631579,52.5303002,13.3288544
Arendsweg 1,Alt-Hohenschönhausen(Hohenschönhausen),500.65,77.0,3,6.501948051948052,52.5354326,13.5051976
Wilhelmshavener Straße 55,Tiergarten(Tiergarten),890.0,60.0,2,14.833333333333334,52.5305502,13.3411142
Burgemeisterstr. 11,Tempelhof(Tempelhof),579.0,53.0,1,10.924528301886792,52.4572388,13.382936
Kurstraße 15,Spandau(Spandau),790.0,76.89,2,10.274417999739889,52.5130452,13.3993798
Gabriele-Tergit-Promenade 21,Tiergarten(Tiergarten),1320.0,73.3,2,18.00818553888131,52.5039938,13.3744329
Kaiserallee 29,Marienfelde(Tempelhof),870.0,61.61,2,14.121084239571498,52.41869999999999,13.36879
Pankstraße 24,Wedding(Wedding),890.0,48.0,2,18.541666666666668,52.5477214,13.3746211
Wegelystraße 6a,Charlottenburg(Charlottenburg),1198.0,62.18,2,19.266645223544547,52.5156626,13.3338681
,Tiergarten(Tiergarten),1490.0,56.0,2,26.607142857142858,52.5141516,13.3591634
,Tiergarten(Tiergarten),1400.0,56.0,2,25.0,52.5141516,13.3591634
Henleinweg 8 /10,Lichterfelde(Steglitz),1312.91,123.91,4,10.595674279719152,52.4183,13.31931
Heinickeweg 9,Charlottenburg(Charlottenburg),1061.79,79.12,3,13.41999494438827,52.5398421,13.2843049
Luisenstraße 51,Mitte(Mitte),1303.95,86.93,3,15.0,52.524235,13.379599
Luisenstraße 51,Mitte(Mitte),1872.6,124.84,5,14.999999999999998,52.524235,13.379599
Schumannstraße 19,Mitte(Mitte),2099.9,126.5,4,16.6,52.52370819999999,13.3799029
Kurfürstendamm 167/168,Wilmersdorf(Wilmersdorf),1940.0,77.54,2,25.019344854268763,52.49972,13.30854
,Friedrichshain(Friedrichshain),1035.0,71.46,2,14.483627204030228,52.51582399999999,13.4539891
,Mitte(Mitte),1500.0,54.0,2,27.77777777777778,52.519444,13.4066669
Budapester Str. 13,Tiergarten(Tiergarten),2200.0,131.19,4,16.769570851436846,52.50645129999999,13.3459459
Fürther Str. 3a,Wilmersdorf(Wilmersdorf),2529.0,133.37,4,18.96228537152283,52.49875,13.33635
Nestorstraße 53 a,Wilmersdorf(Wilmersdorf),899.0,53.0,2,16.962264150943398,52.49765,13.30033
,Karow(Weißensee),2000.0,310.0,4,6.451612903225806,52.608475,13.464163
Nahariyastraße 29,Lichtenrade(Tempelhof),639.0,75.0,2,8.52,52.39322,13.41861
Gartenstraße 71,Köpenick(Köpenick),580.0,49.36,2,11.750405186385738,52.5299218,13.3920687
Leipziger Straße 127-128,Mitte(Mitte),5736.8,286.84,5,20.000000000000004,52.51004,13.3824501
Leipziger Straße 127-128,Mitte(Mitte),1906.2,95.31,2,20.0,52.51004,13.3824501
Schloßstraße  67,Steglitz(Steglitz),1350.0,83.11,2,16.243532667549033,52.51824000000001,13.29701
Gabriele-Tergit-Promende 15,Tiergarten(Tiergarten),2080.0,142.0,3,14.647887323943662,52.506101,13.3756557
Löwenberger Str. 2-4,Friedrichsfelde(Lichtenberg),359.0,26.0,1,13.807692307692308,52.51089710000001,13.5080399
Schützenstr. 41,Mitte(Mitte),1346.0,69.0,3,19.507246376811594,52.5092149,13.3979357
Unter den Linden 28 a,Mitte(Mitte),2536.92,174.96,4,14.5,52.5175597,13.3878179
Uhlandstraße 29,Charlottenburg(Charlottenburg),1497.9,99.86,3,15.000000000000002,52.5012182,13.3247579
Steffelbauer Str. 20-24,Oberschöneweide(Köpenick),464.69,24.25,1,19.162474226804125,52.4577933,13.5348295
köpenickerstrasse 55,Mitte(Mitte),1500.0,41.0,3,36.58536585365854,52.5097,13.42231
Lynarstraße 1,Grunewald(Wilmersdorf),1935.0,122.0,2,15.860655737704919,52.54231,13.36483
Damaschkestraße 26,Wilmersdorf(Wilmersdorf),1444.64,99.63,2,14.500050185687044,52.50114,13.29864
Prenzlauer Promenade 176,Pankow(Pankow),775.6,77.56,3,10.0,52.5550906,13.4291524
Behringstrasse 2,Baumschulenweg(Treptow),870.0,91.48,2,9.510275470048098,52.46702,13.48926
